Sat Jul 30 20:04:44 CDT 2011,143248659,Retweet,55121922
Sat Jul 30 20:02:55 CDT 2011,143248659,Retweet,189474615
Sat Jul 30 09:33:15 CDT 2011,143248659,Retweet,112970794
Sat Jul 30 09:31:50 CDT 2011,143248659,Retweet,236403070
Sat Jul 30 09:30:59 CDT 2011,143248659,Retweet,17718804
Sat Jul 30 09:30:40 CDT 2011,143248659,Retweet,257366925
Sat Jul 30 09:29:43 CDT 2011,143248659,Retweet,55121922
Sat Jul 30 09:29:31 CDT 2011,143248659,Retweet,122028557
Sat Jul 30 09:22:37 CDT 2011,143248659,Mention,230627444
Sat Jul 30 09:12:56 CDT 2011,143248659,Reply,310962238
Sat Jul 30 09:08:43 CDT 2011,143248659,Retweet,189474615
Sat Jul 30 08:50:16 CDT 2011,143248659,Mention,105660982
Sat Jul 30 08:47:25 CDT 2011,143248659,Mention,31891798
Sat Jul 30 08:43:47 CDT 2011,143248659,Retweet,189474615
Sat Jul 30 08:41:09 CDT 2011,143248659,Reply,303986291
Fri Jul 29 08:46:20 CDT 2011,143248659,Mention,314444090
Thu Jul 28 23:35:06 CDT 2011,143248659,Mention,138636228
Thu Jul 28 23:21:27 CDT 2011,143248659,Retweet,189474615
Thu Jul 28 15:50:34 CDT 2011,143248659,Retweet,23135992
Thu Jul 28 12:24:59 CDT 2011,143248659,Reply,314444090
Wed Jul 27 22:02:47 CDT 2011,143248659,Retweet,55121922
Wed Jul 27 22:02:25 CDT 2011,143248659,Retweet,60471583
Wed Jul 27 22:02:19 CDT 2011,143248659,Retweet,104302000
Wed Jul 27 20:16:21 CDT 2011,143248659,Retweet,175422215
Wed Jul 27 20:09:28 CDT 2011,143248659,Retweet,130682467
Wed Jul 27 20:00:44 CDT 2011,143248659,Retweet,273138994
Wed Jul 27 19:41:01 CDT 2011,143248659,Retweet,21876384
Wed Jul 27 19:38:29 CDT 2011,143248659,Retweet,257366925
Tue Jul 26 23:01:01 CDT 2011,143248659,Mention,290715006
Tue Jul 26 16:43:23 CDT 2011,143248659,Mention,110585067
Tue Jul 26 16:41:00 CDT 2011,143248659,Mention,55121922
Tue Jul 26 16:40:28 CDT 2011,143248659,Reply,55121922
Tue Jul 26 16:39:56 CDT 2011,143248659,Reply,55121922
Tue Jul 26 16:35:13 CDT 2011,143248659,Reply,239812529
Tue Jul 26 16:34:25 CDT 2011,143248659,Retweet,239812529
Tue Jul 26 16:29:32 CDT 2011,143248659,Retweet,82151466
Tue Jul 26 16:10:19 CDT 2011,143248659,Reply,235038418
Tue Jul 26 16:08:07 CDT 2011,143248659,Retweet,55121922
Tue Jul 26 16:04:09 CDT 2011,143248659,Reply,60471583
Tue Jul 26 16:03:30 CDT 2011,143248659,Reply,55465177
Tue Jul 26 15:31:06 CDT 2011,143248659,Retweet,52778489
Tue Jul 26 15:30:48 CDT 2011,143248659,Reply,55465177
Tue Jul 26 15:27:55 CDT 2011,143248659,Reply,14468043
Tue Jul 26 14:42:35 CDT 2011,143248659,Reply,112970794
Tue Jul 26 14:41:17 CDT 2011,143248659,Reply,112970794
Tue Jul 26 14:40:38 CDT 2011,143248659,Retweet,274623542
Tue Jul 26 14:40:18 CDT 2011,143248659,Mention,112970794
Tue Jul 26 14:37:14 CDT 2011,143248659,Retweet,143248659
Tue Jul 26 14:36:38 CDT 2011,143248659,Reply,214267902
Tue Jul 26 14:35:26 CDT 2011,143248659,Retweet,272431552
Tue Jul 26 08:25:18 CDT 2011,143248659,Retweet,148306337
Tue Jul 26 08:25:05 CDT 2011,143248659,Retweet,112970794
Tue Jul 26 08:19:53 CDT 2011,143248659,Retweet,121174507
Tue Jul 26 08:19:15 CDT 2011,143248659,Reply,32194986
Tue Jul 26 08:18:49 CDT 2011,143248659,Reply,105660982
Tue Jul 26 08:18:34 CDT 2011,143248659,Retweet,31891798
Tue Jul 26 08:18:19 CDT 2011,143248659,Retweet,16248319
Tue Jul 26 08:15:13 CDT 2011,143248659,Mention,112970794
Tue Jul 26 00:44:07 CDT 2011,143248659,Retweet,189474615
Tue Jul 26 00:42:03 CDT 2011,143248659,Mention,257366925
Tue Jul 26 00:37:54 CDT 2011,143248659,Retweet,17905825
Mon Jul 25 08:31:15 CDT 2011,143248659,Retweet,18337198
Mon Jul 25 08:31:03 CDT 2011,143248659,Retweet,31891798
Mon Jul 25 08:27:38 CDT 2011,143248659,Retweet,32978982
Mon Jul 25 08:27:15 CDT 2011,143248659,Retweet,112970794
Mon Jul 25 08:24:24 CDT 2011,143248659,Retweet,112970794
Mon Jul 25 08:24:07 CDT 2011,143248659,Retweet,104302000
Mon Jul 25 08:23:54 CDT 2011,143248659,Reply,181318867
Mon Jul 25 00:17:35 CDT 2011,143248659,Retweet,25515380
Mon Jul 25 00:16:06 CDT 2011,143248659,Reply,235038418
Mon Jul 25 00:15:28 CDT 2011,143248659,Retweet,235038418
Mon Jul 25 00:12:37 CDT 2011,143248659,Retweet,62005509
Mon Jul 25 00:11:49 CDT 2011,143248659,Retweet,112970794
Mon Jul 25 00:07:15 CDT 2011,143248659,Reply,198269985
Mon Jul 25 00:04:07 CDT 2011,143248659,Retweet,33637838
Mon Jul 25 00:02:53 CDT 2011,143248659,Retweet,32978982
Sun Jul 24 23:55:33 CDT 2011,143248659,Retweet,14468043
Sun Jul 24 23:55:17 CDT 2011,143248659,Retweet,273138994
Sun Jul 24 23:54:11 CDT 2011,143248659,Retweet,257366925
Sun Jul 24 23:46:58 CDT 2011,143248659,Mention,32978982
Sun Jul 24 23:44:13 CDT 2011,143248659,Retweet,259918248
Sun Jul 24 23:44:02 CDT 2011,143248659,Mention,54439786
Sun Jul 24 23:42:44 CDT 2011,143248659,Retweet,73069473
Sun Jul 24 23:40:29 CDT 2011,143248659,Retweet,14799475
Sun Jul 24 23:31:14 CDT 2011,143248659,Mention,340389120
Sun Jul 24 23:28:44 CDT 2011,143248659,Mention,27206171
Sun Jul 24 23:28:25 CDT 2011,143248659,Retweet,143248659
Sun Jul 24 23:28:04 CDT 2011,143248659,Mention,31891798
Sun Jul 24 23:26:22 CDT 2011,143248659,Retweet,143248659
Sun Jul 24 23:26:12 CDT 2011,143248659,Retweet,205201568
Sun Jul 24 23:04:00 CDT 2011,143248659,Reply,50711160
